Executable name	Version	Application name	Application category	Number of devices	Number of executions	Average memory usage per execution [bytes]
msaccess.exe	16.0.11328.20512	Microsoft Office	Office	1	9	42642090
docker desktop.exe	2.1.0.40693	Docker Desktop	-	5	36	42605681
perfwatson2.exe	16.0.29511.189	Microsoft Visual Studio	-	4	44	42553716
patchrunner.exe	1.0.0.0	PatchRunner	-	1	1	42467328
previewprocessingservice.exe	11.0.5058.0	Microsoft SQL Server	Data management & Query	1	10	42428006
explorer.exe	6.1.7601.17514	Microsoft Windows Operating System	Operating System	121	1302	42392757
code.exe	1.44.0.0	Visual Studio Code	-	32	5587	42371258
zoom.exe	4.6.19253.401	Zoom	-	5	382	42359193
tabrmt-master-background.exe	2019.3.1.0	tabrmt-master-background	-	1	7	42354980
chrome.exe	75.0.3770.142	Google Chrome	Browser	1	216	42281642
zoom.exe	4.6.17409.120	Zoom	-	15	580	42106664
documentworkflowengine.exe	1.0.0.0	DocumentWorkflowEngine	-	1	1	41943040
patchrunner.exe	1.0.0.0	PatchRunner	-	1	1	41943040
documentworkflowengine.exe	1.0.0.0	DocumentWorkflowEngine	-	1	3	41943040
rssutil.exe	7.8.2.298	Windows Client Utility	-	7	60	41881014
javaw.exe	5.0.170.3	Java 2 Platform Standard Edition 5.0 U17	-	1	3	41877504
erl.exe	0.0.0.0	unknown	Unknown	16	88454	41802788
powershell.exe	10.0.17763.1	Microsoft Windows Operating System	Operating System	3288	1881683	41748402
vmware-vmx.exe	14.1.8.50471	VMware Workstation	Virtualization	1	7	41746432
searchindexer.exe	7.0.17763.404	Windows Search	Operating System	24	271	41722312
onenote.exe	16.0.11328.20554	Microsoft OneNote	-	1	1	41680896
sotr20200407pch_20200311.upd	3.1.0.0	Bloomberg Finance L.P. Upd	-	2	3	41659050
gns3.exe	2.2.5.0	unknown	-	1	3	41593514
perfwatson2.exe	16.0.28916.169	Microsoft Visual Studio	Development tool & Programming	2	11	41585570
excel.exe	16.0.11328.20492	Microsoft Office	Office	1	4	41549824
vcxsrv.exe	1.20.1.4	unknown	Unknown	2	20	41539476
code.exe	1.43.2.0	Visual Studio Code	-	45	4899	41425455
documentworkflowengine.exe	1.0.0.0	DocumentWorkflowEngine	-	1	1	41418752
javaw.exe	8.0.45.15	Java Platform SE 8	-	1	7	41418752
pcdrwi.exe	6.0.7033.2285	PC-Doctor for Windows	-	2	15	41392537
redgate.sqllighthouse.storageservice.exe	1.4.4.313	DLM Dashboard	-	1	6	41375061
documentworkflowengine.exe	1.0.0.0	DocumentWorkflowEngine	-	1	3	41156608
backgrounddownload.exe	2.4.1111.43337	Visual Studio	-	25	1655	41107146
plthub.exe	3.14.52589.47665	Plantronics Software	-	1	11	41085114
node.exe	12.13.1.0	Node.js	-	5	80	41022259
com.docker.service	2.0.0.31259	Docker.Service	-	13	99	40961323
documentworkflowengine.exe	1.0.0.0	DocumentWorkflowEngine	-	1	4	40960000
chrome.exe	80.0.3987.87	Google Chrome	Browser	9	11285	40938576
powerpnt.exe	16.0.11328.20492	Microsoft Office	Office	1	2	40894464
skype.exe	7.35.0.103	Skype	Instant messaging & Video-conferencing	1	9	40894464
python.exe	3.7.5150.1013	Python	-	5	2587	40847801
excel.exe	16.0.12703.20010	Microsoft Office	Office	1	55	40671156
fdsrealtime.exe	2016.17.56.35	unknown	-	1	5	40632320
msbuild.exe	4.8.3761.0	Microsoft .NET Framework	-	62	5738	40632320
poqexec.exe	10.0.17763.1	Microsoft Windows Operating System	Operating System	94	107	40632320
tdsservice.exe	20201.20.326.1623	Tableau 2020.1	-	1	1	40632320
backgrounddownload.exe	2.1.3095.63072	Visual Studio	-	3	213	40531359
intellitrace.exe	16.0.29724.72	Microsoft Visual Studio	-	1	15	40492509
wavessvc64.exe	1.18.1.0	Waves MaxxAudio	-	3	19	40490900
ucmapi.exe	16.0.12008.20000	Microsoft Office	Office	1	3	40457557
backgrounddownload.exe	2.2.3062.31357	Visual Studio	-	2	191	40457557
microsoft.aad.brokerplugin.exe	10.0.17763.529	Microsoft Windows Operating System	Operating System	29	62	40429615
explorer.exe	10.0.17134.1345	Microsoft Windows Operating System	Operating System	1	31	40377197
maxxaudiopro.exe	1.0.78.0	MaxxAudio Pro	-	2	6	40370176
scriptedsandbox64.exe	16.0.29724.72	Microsoft Visual Studio	-	8	473	40350623
rscutil.exe	7.8.3.5	Windows Client Utility	-	2235	16735	40339823
cricut design space.exe	5.7.24.0	Cricut Design Space	-	2	96	40296091
winword.exe	14.0.7015.1000	Microsoft Office 2010	Office	43	578	40291094
searchindexer.exe	7.0.17763.168	Windows Search	Operating System	56	851	40188556
arellia.agent.service.exe	10.5.1029.58451	Thycotic Agent	-	3915	39432	40128945
mspub.exe	16.0.11328.20368	Microsoft Office	Office	1	5	40108032
pwsh.exe	7.0.0.0	PowerShell	-	1	6	40108032
evernote.exe	6.13.14.7474	Evernote	-	1	15	40094924
teams.exe	1.3.0.4461	Microsoft Teams	-	26	996	40057705
searchindexer.exe	7.0.17763.973	Windows Search	-	389	4261	40055677
microsoftpdfreader.exe	11.0.17763.1098	Microsoft Edge	-	4	345	40051418
todo.exe	2.14.2003.27002	To Do	-	8	44	40022211
razer central.exe	7.3.24.125	Razer Central	-	3	19	39984241
microsoft.mashup.container.netfx45.exe	2.75.5649.401	Microsoft Mashup Runtime	-	1	14	39976960
code.exe	1.44.1.0	Visual Studio Code	-	15	964	39936936
postman.exe	1.6.16.0	Postman	-	1	61	39893159
acrobat.exe	9.2.0.124	Adobe Acrobat	Office	1	75	39849859
snagiteditor.exe	10.0.0.788	Snagit	-	35	273	39788273
python.exe	3.8.1150.1013	Python	-	7	1443	39643367
setup.exe	12.0.242.3	unknown	Graphics & Imaging	1	4	39583744
mscorsvw.exe	4.7.3062.0	Microsoft .NET Framework	Operating System	94	43905	39562629
plthub.exe	3.16.52780.8525	Plantronics Software	-	1	8	39550976
sqlservr.exe	2009.100.1600.1	Microsoft SQL Server	Data management & Query	4	35	39506071
winword.exe	14.0.7234.5000	Microsoft Office 2010	Office	85	1252	39415569
onexagentui.exe	2.5.467.18	one-X Agent 2.5	-	2	8	39403520
agent.exe	6.11.2.0	Datadog Agent	-	1	9	39350727
grammarlyforwindows.exe	2.0.18.0	Grammarly	-	1	7	39321600
documentworkflowengine.exe	1.0.0.0	DocumentWorkflowEngine	-	1	5	39229849
redgate.client.service.exe	3.1.3.1392	Redgate Client	-	1	8	39223296
mysqlworkbench.exe	8.0.17.0	MySQL Workbench	-	1	4	39206912
rscutil.exe	7.8.2.298	Windows Client Utility	-	7	59	39072563
zwiftlauncher.exe	1.0.0.0	unknown	-	1	11	39065413
postsharp.settings.ui.exe	5.0.55.0	PostSharp	-	2	3	39059456
g2mcomm.exe	10.9.1.17359	GoToMeeting	Network application	1	1	39059456
vsta.exe	8.0.50727.200	Microsoft Visual Studio 2005	Development tool & Programming	2	3	39059456
vsixautoupdate.exe	16.5.2044.25319	unknown	-	4	28	39031369
arellia.agent.service.exe	8.0.110.0	Arellia.Agent.Service	-	13	100	39026032
mspaint.exe	6.1.7600.16385	Microsoft Windows Operating System	Operating System	4	9	38974259
webclient.exe	1.0.0.0	WebClient	-	1	7	38834761
splunkd.exe	2048.513.24159.63385	splunk Application	-	1	233	38822345
microsoft.photos.exe	2020.19081.28230.0	Microsoft Photos	-	943	2144	38816446
trustedinstaller.exe	6.1.7601.17514	Microsoft Windows Operating System	Operating System	172	16400	38802268
workshare.exe	2.29.5189.0	Workshare App	-	1	6	38797312
compassimporter.exe	1.0.0.0	CompassImporter	-	4	8	38797312
erl.exe	0.0.0.0	unknown	-	9	39249	38785367
razer synapse service.exe	1.0.0.0	Razer Synapse Service	-	4	93	38781112
powerpnt.exe	16.0.11328.20438	Microsoft Office	Office	2	8	38633472
winword.exe	14.0.7236.5000	Microsoft Office 2010	Office	333	4264	38626276
slack.exe	4.4.0.0	Slack	-	7	440	38616817
msvsmon.exe	16.0.29111.141	Microsoft Visual Studio	Development tool & Programming	1	23	38566375
fiddler.exe	5.0.20194.41348	Fiddler	-	3	6	38546090
redgate.client.service.exe	5.4.3.2054	Redgate Client	-	2	12	38486016
truserservicehostv4.exe	4.0.32.12141	ThomsonReuters.CommonOffice.UserService.Daemon	-	2	27	38477496
downloader-win_x64.exe	10.15.3.0	Node.js	-	1	8	38436864
officeclicktorun.exe	16.0.12718.20004	Microsoft Office	Office	1	4	38436864
microsoftpdfreader.exe	11.0.17763.1007	Microsoft Edge	-	221	4956	38314511
ruby.exe	2.5.7.206	Ruby interpreter 2.5.7p206 [x64-mingw32]	-	2	67	38223138
adobe desktop service.exe	4.7.0.400	Adobe Creative Cloud	-	1	13	38167158
redgate.client.service.exe	5.4.1.2040	Redgate Client	-	1	6	38141952
qtwebengineprocess.exe	5.9.2.2	Qt5	Utility & Device driver	1	2	38010880
officeclicktorun.exe	16.0.11328.20492	Microsoft Office	Office	1	8	38010880
code.exe	1.33.1.0	Visual Studio Code	-	1	34	37949199
icue.exe	3.27.68.0	iCUE	-	2	10	37919129
scriptedsandbox64.exe	16.0.29904.37	Microsoft Visual Studio	-	3	25	37890293
explorer.exe	10.0.17763.1131	Microsoft Windows Operating System	Operating System	65	551	37885194
javaw.exe	8.0.51.16	Java Platform SE 8	-	1	2	37879808
supportassistagent.exe	3.4.5.366	Service	Utility & Device driver	17	119	37859365
tabprotosrv.exe	20194.19.1211.1636	Tableau 2019.4	-	1	72	37788785
node.exe	6.9.2.0	Node.js	-	3	16	37708406
ems.exe	44.1.32000.205	EMS	-	1	6	37601280
dashlaneplugin.exe	6.2004.0.32112	Dashlane	-	1	7	37598939
powershell_ise.exe	10.0.14409.1005	Microsoft Windows Operating System	Operating System	1	4	37568512
fdsofcexec.exe	2016.17.56.35	FdsOfcExec	-	1	7	37561490
sursvc.exe	2.4.0.5718	unknown	-	4	44	37547555
onexagentui.exe	2.5.60037.0	one-X Agent 2.5	-	2	7	37505316
bfreader.exe	1.1.1006.0	Bluefire Reader for Windows	-	1	1	37486592
vsixinstaller.exe	16.4.1059.49027	unknown	-	1	2	37486592
chrome.exe	76.0.3809.100	Google Chrome	Browser	1	541	37374781
adobe cef helper.exe	4.5.0.331	Adobe CEF Helper	-	3	71	37315768
insomnia.exe	7.1.1.0	Insomnia	-	3	114	37274462
tabrmt-master-director.exe	2019.3.1.0	unknown	Unknown	1	8	37232640
creative cloud.exe	4.6.0.391	Adobe Creative Cloud	-	7	48	37205333
importtoolbatch.exe	1.0.0.0	ImportToolBatch	-	1	2	37093376
fcslegacyadapter.exe	11.6.0.0	FCSLegacyAdapter	-	8	33	37083666
nxtray.exe	6.24.1.0	Nexthink NxTray	-	28	30	37054054
node.exe	10.15.0.0	Node.js	-	2	5	37014732
redgate.client.service.exe	5.4.2.2051	Redgate Client	-	1	9	36991431
fdstray.exe	2016.10.199.68	FactSet Add-in Manager	-	1	11	36980177
iastordatamgrsvc.exe	17.5.0.1017	IAStorDataSvc	Utility & Device driver	4	33	36978191
rzls.exe	5.0.20.17608	Microsoft ASP.NET Core	-	5	11	36956346
searchindexer.exe	7.0.17763.1039	Windows Search	-	91	871	36950926
winword.exe	14.0.7121.5004	Microsoft Office 2010	Office	1	3	36940458
microsoftedgecp.exe	11.0.16299.1504	Microsoft Edge	-	9	173	36866978
searchindexer.exe	7.0.16299.15	Windows Search	Operating System	5	35	36756333
wavessvc64.exe	1.16.9.0	Waves MaxxAudio	-	54	473	36735057
logitechcamera.exe	2.3.117.0	Logitech Camera Software	Utility & Device driver	2	2	36700160
eikondm.exe	9.48.0.7	unknown	Unknown	12	564	36662710
wrike.exe	3.2.1.1771	Wrike	-	2	89	36660035
diagnosticshub.standardcollector.service.exe	11.0.16299.1387	Internet Explorer	-	2	3	36634624
erl.exe	0.0.0.0	unknown	Unknown	4	14747	36612420
fdspipe.exe	2016.10.199.56	FactSet HTTP Services	-	1	7	36597174
zoomrooms.exe	4.5.1032.906	Zoom Rooms	-	4	193	36560670
move mouse.exe	4.9.2.0	unknown	-	2	14	36498870
aws.exe	0.0.0.0	unknown	-	1	15	36438016
winword.exe	16.0.11328.20492	Microsoft Office	Office	1	2	36438016
iisexpress.exe	10.0.14358.1000	Internet Information Services	Network application	36	597	36415917
explorer.exe	10.0.17763.719	Microsoft Windows Operating System	Operating System	2	14	36363117
core.exe	19.11.408.0	Core	-	13	57	36335687
gamemanagerservice.exe	2.0.150.20	GameManagerService	-	3	76	36299761
conveye.exe	2020.3.0.925	Taxport	-	1	4	36274176
vmrc.exe	11.1.0.38915	VMware Remote Console	Virtualization	1	6	36175872
vs_community.exe	14.0.23107.178	Microsoft Visual Studio Community 2015	-	1	1	36175872
ems.exe	44.1.33000.325	EMS	-	1	2	36044800
microsoft.vshub.server.httphost.exe	14.0.24720.0	Microsoft Visual Studio 2015	-	1	10	36044800
explorer.exe	10.0.17763.1075	Microsoft Windows Operating System	Operating System	64	1052	36011745
resharpertestrunner64c.exe	2019.3.0.0	ReSharperTestRunner	-	1	13	35994387
zoomrooms.exe	4.4.1242.623	Zoom Rooms	-	10	290	35981502
servicehub.roslyncodeanalysisservice32.exe	1.2.60.51671	ServiceHub.Host.CLR.x86	-	8	333	35940571
blpwebview.exe	2020.1.7.0	Bloomberg WebView	-	45	800	35932110
dlxvg3.exe	4.2.0.0	Haver DLXVG3	-	3	26	35925864
nmap.exe	7.0.80.0	Nmap	-	1	7	35913728
documentworkflowengine.exe	1.0.0.0	DocumentWorkflowEngine	-	1	1	35913728
q-dir_installer_x64.exe	8.0.1.0	Q-Dir SoftwareOK.com	-	1	8	35880960
gitextensions.exe	3.2.1.6628	GitExtensions	-	2	8	35831808
zoomrooms.exe	4.6.1244.112	Zoom Rooms	-	8	319	35704012
bionicweb.exe	1.4.0.0	unknown	-	1	54	35684352
ssms.exe	2009.100.1600.1	Microsoft SQL Server	-	1	1	35651584
evernote.exe	6.16.4.8094	Evernote	-	1	3	35651584
python.exe	0.0.0.0	Python	-	2	28	35651584
tabprotosrv.exe	20194.19.1211.1636	Tableau 2019.4	-	1	72	35651584
lynchtmlconv.exe	16.0.11929.20606	Microsoft Office	Office	8	68	35630135
inetmgr.exe	7.5.7600.16385	Internet Information Services	-	1	4	35618816
winword.exe	14.0.7015.1000	Microsoft Office 2010	Office	922	15708	35594736
shellexperiencehost.exe	10.0.16299.1504	Microsoft Windows Operating System	Operating System	526	4634	35559226
powershell.exe	6.1.7600.16385	Microsoft Windows Operating System	Operating System	96	142762	35530838
redgate.client.service.exe	5.4.5.2093	Redgate Client	-	3	21	35467459
ribbons.scr	10.0.16299.15	Microsoft Windows Operating System	Operating System	1	1	35389440
vsixautoupdate.exe	16.1.3121.10610	unknown	Unknown	2	12	35312981
gsocap.nvision.ui.shell.exe	1.5.0.682	nVision Desktop	-	1	16	35258368
microsoft.mashup.container.loader.exe	2.75.5649.201	Microsoft Mashup Runtime	-	1	22	35234536
microsoft.photos.exe	2019.19071.17920.0	Microsoft Photos	-	2	17	35158136
teams.exe	1.3.0.362	Microsoft Teams	-	1	25	35148267
bjnappcapture64.exe	3.18.344.0	Blue Jeans Capture Application	-	1	2	35127296
searchindexer.exe	7.0.18362.657	Windows Search	-	1	6	35094528
sotr20211037pch_20200407.upd	3.1.0.0	Bloomberg Finance L.P. Upd	-	45	84	35085352
vs_installershell.exe	1.0.0.0	vs_installershell	-	5	30	35069952
redgate.versioning.client.webserver.exe	4.2.20030.15217	RedGate.Versioning.Client.WebServer	-	1	25	35020496
bomgar-rep.exe	19.1.5.37143	Representative Console	-	55	1120	34985149
python.exe	3.8.150.1013	Python	-	5	991	34890859
evernote.exe	6.17.6.8292	Evernote	-	2	9	34872433
redgate.sqllighthouse.webserver.exe	1.4.4.313	DLM Dashboard	-	1	6	34865152
evernote.exe	6.18.4.8489	Evernote	-	2	8	34824192
dreamweaverhelper.exe	1.0.0.1	Adobe Dreamweaver 2019	-	1	9	34777770
fdsofcexec.exe	2016.21.121.17	FdsOfcExec	-	1	7	34659181
hyperd.exe	2020.1.0.9054	Tableau Hyper Database Engine	-	1	2	34603008
landingpage.exe	15.0.2000.5	Microsoft SQL Server	-	1	1	34603008
zoomrooms.exe	4.5.1087.929	Zoom Rooms	-	21	749	34479286
shellexperiencehost.exe	10.0.16299.967	Microsoft Windows Operating System	Operating System	1	20	34471936
logifec2013.exe	1.2.299.0	Far End Control Plugin	Utility & Device driver	1	7	34434486
zoom.exe	4.1.20185.205	Zoom Meetings	-	35	981	34369235
zoomrooms.exe	4.6.1310.225	Zoom Rooms	-	3	123	34346087
githubdesktop.exe	2.4.0.0	GitHub Desktop	-	2	14	34308096
com.docker.service	2.2.0.43472	Docker.Service	-	11	78	34308096
onenoteim.exe	16.0.12730.20000	Microsoft OneNote	-	8	22	34278968
node.exe	13.3.0.0	Node.js	-	1	194	34259508
atmgr.exe	4002.0.2001.1800	AtMgr Module	Instant messaging & Video-conferencing	4	8	34231637
leapwork.automationcontroller.exe	2019.1.900.0	unknown	Unknown	1	9	34209792
perfwatson2.exe	16.0.29311.71	Microsoft Visual Studio	Development tool & Programming	3	15	34201600
video.ui.exe	10.20022.1101.0	Entertainment Platform	-	43	251	34183577
wavessvc64.exe	1.16.16.0	Waves MaxxAudio	-	243	2095	34182291
tabprotosrv.exe	20192.19.718.1543	Tableau 2019.2	-	2	53	34139656
psr.exe	10.0.17763.1	Microsoft Windows Operating System	Operating System	1	3	34078720
servicehub.identityhost.exe	2.3.88.5166	ServiceHub.Host.CLR.x86	-	20	869	34019899
emuser.exe	10.1.789.3	Ivanti Environment Manager 10.1 HF3 (FR4)	-	3735	38580	34000442
standardcollector.service.exe	16.1.28901.1	Microsoft Visual Studio	Development tool & Programming	34	932	33928562
zoomrooms.exe	4.5.1119.1024	Zoom Rooms	-	19	743	33920681
ml equity.exe	1.0.0.0	ML Equity	-	2	5	33895219
servicehub.datawarehousehost.exe	2.0.64.47847	ServiceHub.Host.CLR.x64	-	3	11	33822533
zoomrooms.exe	4.6.1214.1222	Zoom Rooms	-	2	99	33809616
erl.exe	0.0.0.0	unknown	Unknown	2	5131	33697875
node.exe	12.14.0.0	Node.js	-	61	508	33687854
vsixautoupdate.exe	15.9.3032.42555	unknown	Unknown	15	78	33674581
redgate.versioning.client.webserver.exe	4.2.20085.17515	RedGate.Versioning.Client.WebServer	-	2	13	33640132
officeclicktorun.exe	16.0.11328.20524	Microsoft Office	Office	2	23	33610605
omtsreco.exe	11.2.0.3	Oracle MTS Recovery Service	-	1	7	33554432
documentworkflowengine.exe	1.0.0.0	DocumentWorkflowEngine	-	1	2	33554432
explorer.exe	10.0.18362.449	Microsoft Windows Operating System	Operating System	2	16	33533952
cypress.exe	4.3.0.11817	Cypress	-	1	30	33488896
visio.exe	14.0.7011.1000	Microsoft Office 2010	Office	3	23	33405486
bplus.wtk2.exe	3034.1.80.9	Bloomberg LP bplus	-	4	9108	33372716
tabprotosrv.exe	20194.20.125.835	Tableau 2019.4	-	8	95	33352550
postsharp.settings.ui.exe	6.5.6.0	PostSharp	-	1	3	33335978
everything.exe	1.3.4.686	unknown	-	1	16	33300480
onenote.exe	16.0.11929.20562	Microsoft OneNote	-	22	197	33235973
docker desktop.exe	2.2.0.43472	Docker Desktop	-	11	69	33210368
wavessvc64.exe	1.16.2.0	Waves MaxxAudio	-	19	129	33185141
qbw32.exe	27.0.4001.2702	QuickBooks	-	1	2	33161216
workflowy.exe	1.3.5.0	WorkFlowy	-	1	7	33161216
docker for windows installer.exe	2.0.0.29211	unknown	Unknown	1	8	33161216
agent.exe	7.18.1.0	Datadog Agent	-	1	9	33117525
officeclicktorun.exe	16.0.12008.20000	Microsoft Office	Office	1	12	33101141
samsungdexsetupwin.exe	1.0.1.40	Samsung DeX	-	1	2	33095680
evernote.exe	6.22.3.8816	Evernote	-	5	44	33005802
csvfiledatabackfill.exe	1.0.0.0	unknown	-	1	1	32964608
documentworkflowengine.exe	1.0.0.0	DocumentWorkflowEngine	-	1	3	32942762
python3.exe	3.7.4150.1013	Python	-	1	6	32920917
winword.exe	16.0.11929.20648	Microsoft Office	Office	5	43	32912515
spotify.exe	1.1.29.592	Spotify	-	39	894	32806769
importtoolbatch.exe	1.0.0.0	ImportToolBatch	-	1	2	32768000
dellcommandupdate.exe	3.1.1.44	unknown	-	4	10	32731591
officeclicktorun.exe	16.0.11629.20182	Microsoft Office	Office	1	8	32727040
wavessvc64.exe	1.17.18.0	Waves MaxxAudio	-	12	106	32685731
verodin_backend.exe	0.0.0.0	unknown	-	1	18	32571392
cefsharp.browsersubprocess.exe	75.1.140.0	CefSharp	-	3	88	32556326
dellcommandupdate.exe	3.1.0.64	unknown	-	1	7	32552667
zoomrooms.exe	4.5.1033.906	Zoom Rooms	-	1	51	32545403
tgitcache.exe	2.9.3.0	TortoiseGit	-	1	2	32505856
rapportmgmtservice.exe	3.5.1950.120	Rapport	-	1	9	32498574
evernote.exe	6.23.2.8859	Evernote	-	1	9	32453427
python.exe	3.7.150.1013	Python	-	1	7	32391168
agent.exe	6.2.1.0	Datadog Agent	-	1	6	32352938
perfwatson2.exe	16.0.29728.190	Microsoft Visual Studio	-	14	186	32338487
vs2015.3.exe	14.0.25420.0	Visual Studio 2015 Update 3 (KB3022398)	-	2	4	32309248
airobin.exe	24.1.1.376	AIRobin 2020	-	2	7	32254634
procmon64.exe	3.53.0.0	Sysinternals Procmon	Utility & Device driver	3	16	32248081
visio.exe	14.0.7011.1000	Microsoft Office 2010	Office	5	57	32229848
zoomrooms.exe	4.6.1299.216	Zoom Rooms	-	10	266	32225967
msedge.exe	81.0.416.53	Microsoft Edge	-	3	855	32199892
testhost.x86.exe	15.0.0.0	Microsoft.TestHost.x86	-	2	243	32178176
fdsdiagnostics.exe	2016.8.138.82	unknown	-	1	1	32178176
msvsmon.exe	16.5.102.0	Microsoft Visual Studio	-	6	100	32171052
testhost.x86.exe	15.0.0.0	Microsoft.TestHost.x86	-	1	256	32165589
verodin_backend.exe	0.0.0.0	unknown	-	2	110	32156330
trello.exe	2.11.4.0	Trello	-	1	60	32060211
scenarioengine.exe	15.0.2000.5	Microsoft SQL Server	-	2	15	32047104
searchui.exe	10.0.18362.418	Microsoft Windows Operating System	Operating System	4	52	31936196
arelliaacsvc.exe	10.5.1022.19562	Thycotic Application Control	-	3911	40379	31829201
adobe cef helper.exe	5.1.0.407	Adobe CEF Helper	-	67	3763	31820045
lifesize.exe	2.210.2639.2639	Lifesize	-	2	150	31813908
bladeconsole.exe	1.0.0.0	Blackstone.Analytics.Console	-	1	1	31784960
itunes.exe	11.4.0.18	iTunes	Multimedia	6	39	31775597
code.exe	1.19.3.0	Visual Studio Code	-	19	579	31741566
hyperd.exe	2020.1.2.9085	Tableau Hyper Database Engine	-	1	21	31738148
watchdoxengine.exe	5.4.3.20	Workspaces	-	3	25	31732531
tableau.powertools.server.master.web.exe	0.0.0.0	unknown	Unknown	1	8	31686656
proximity.exe	2.0.7.0	Proximity	-	24	56	31678464
msedge.exe	80.0.361.69	Microsoft Edge	-	1	102	31664469
atom.exe	1.45.0.0	Atom	-	2	48	31656618
explorer.exe	10.0.16299.1364	Microsoft Windows Operating System	Operating System	3	31	31555584
rapportservice.exe	3.5.1950.120	Rapport	-	1	13	31546221
microsoft.photos.exe	2020.19111.24110.0	Microsoft Photos	-	3072	32607	31543840
vmware.exe	14.0.0.24051	VMware Workstation	Virtualization	6	26	31535419
python.exe	3.7.3150.1013	Python	-	2	579	31507444
fdstray.exe	2016.10.199.56	FactSet Add-in Manager	-	1	7	31485366
